;NU_ANO;NU_MES;CO_IBGE;NO_ENTE;SG_UF;CO_COMP_MASSA;CO_TIPO_FUNDO;CNPJ_ORGAO;NO_ORGAO;CO_PODER;CO_TIPO_PODER;ID_SEGURADO_MATRICULA;ID_SEGURADO_CPF;ID_SEGURADO_PIS_PASEP;CO_SEXO_SEGURADO;ID_DEPENDENTE;ID_DEPENDENTE_CPF;DT_NASC_DEPENDENTE;CO_SEXO_DEPENDENTE;CO_CONDICAO_DEPENDENTE;CO_TIPO_DEPENDECIA;idades_dependentes
39;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_40;40;40;2;dep_40;13503;1987-12-10;2;1;1;34
40;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_41;41;41;1;dep_41;13504;1986-12-10;2;1;1;35
41;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_42;42;42;1;dep_42;13505;1985-12-10;2;1;1;36
42;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_43;43;43;1;dep_43;13506;1985-12-10;2;1;1;36
43;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_44;44;44;2;dep_44;13507;1994-12-08;1;1;1;27
44;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_45;45;45;1;dep_45;13508;1977-12-12;2;1;1;44
45;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_46;46;46;2;dep_46;13509;1997-12-07;2;1;1;24
46;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_47;47;47;1;dep_47;13510;1988-12-09;1;1;1;33
47;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_48;48;48;1;dep_48;13511;1980-12-11;2;1;1;41
48;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_49;49;49;1;dep_49;13512;1977-12-12;2;1;1;44
49;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_50;50;50;2;dep_50;13513;1989-12-09;1;1;1;32
50;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_51;51;51;1;dep_51;13514;1988-12-09;2;1;1;33
51;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_52;52;52;1;dep_52;13515;1988-12-09;1;1;1;33
52;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_53;53;53;1;dep_53;13516;1989-12-09;2;2;1;32
53;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_54;54;54;1;dep_54;13517;1985-12-10;2;1;1;36
54;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_55;55;55;1;dep_55;13518;1989-12-09;2;1;1;32
55;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_56;56;56;1;dep_56;13519;1983-12-11;2;1;1;38
56;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_57;57;57;2;dep_57;13520;1988-12-09;2;1;1;33
57;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_58;58;58;1;dep_58;13521;1982-12-11;1;1;1;39
58;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_59;59;59;1;dep_59;13522;1994-12-08;2;1;1;27
59;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_60;60;60;1;dep_60;13523;1991-12-09;1;1;1;30
60;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_61;61;61;1;dep_61;13524;1989-12-09;2;1;1;32
61;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_62;62;62;1;dep_62;13525;1988-12-09;2;1;1;33
62;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_63;63;63;1;dep_63;13526;1984-12-10;2;1;1;37
63;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_64;64;64;2;dep_64;13527;1989-12-09;2;1;1;32
64;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_65;65;65;1;dep_65;13528;1980-12-11;1;2;1;41
65;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_66;66;66;1;dep_66;13529;1996-12-07;2;1;1;25
66;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_67;67;67;2;dep_67;13530;1991-12-09;2;1;1;30
67;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_68;68;68;1;dep_68;13531;1984-12-10;1;1;1;37
68;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_69;69;69;1;dep_69;13532;1987-12-10;2;1;1;34
69;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_70;70;70;1;dep_70;13533;1989-12-09;1;1;1;32
70;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_71;71;71;1;dep_71;13534;1985-12-10;1;1;1;36
71;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_72;72;72;2;dep_72;13535;1987-12-10;2;1;1;34
72;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_73;73;73;1;dep_73;13536;1993-12-08;2;1;1;28
73;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_74;74;74;1;dep_74;13537;1994-12-08;1;2;1;27
74;2021;12;2306504;Itapiúna;Ceará;1;1;2222222;Câmara;2;1;ativos_75;75;75;1;dep_75;13538;1985-12-10;1;1;1;36
75;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_76;76;76;1;dep_76;13539;1991-12-09;2;1;1;30
76;2021;12;2306504;Itapiúna;Ceará;1;1;2222222;Câmara;2;1;ativos_77;77;77;2;dep_77;13540;2002-12-06;2;1;1;19
77;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_78;78;78;2;dep_78;13541;1999-12-07;1;1;1;22
78;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_79;79;79;2;dep_79;13542;1989-12-09;2;1;1;32
79;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_80;80;80;2;dep_80;13543;2005-12-05;2;1;1;50
80;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_81;81;81;1;dep_81;13544;1989-12-09;2;1;1;32
81;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_82;82;82;1;dep_82;13545;1979-12-12;2;1;1;42
82;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_83;83;83;2;dep_83;13546;1999-12-07;1;1;1;22
83;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_84;84;84;1;dep_84;13547;1986-12-10;1;1;1;35
84;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_85;85;85;1;dep_85;13548;1980-12-11;2;1;1;41
85;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_86;86;86;2;dep_86;13549;1995-12-08;2;1;1;26
86;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_87;87;87;1;dep_87;13550;1981-12-11;2;1;1;40
87;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_88;88;88;1;dep_88;13551;1981-12-11;1;1;1;40
88;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_89;89;89;1;dep_89;13552;1987-12-10;2;1;1;34
89;2021;12;2306504;Itapiúna;Ceará;1;1;2222222;Câmara;2;1;ativos_90;90;90;1;dep_90;13553;1987-12-10;1;1;1;34
90;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_91;91;91;1;dep_91;13554;1992-12-08;1;1;1;29
91;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_92;92;92;2;dep_92;13555;1982-12-11;2;1;1;39
92;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_93;93;93;1;dep_93;13556;1983-12-11;2;1;1;38
93;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_94;94;94;1;dep_94;13557;1993-12-08;2;1;1;28
94;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_95;95;95;1;dep_95;13558;1983-12-11;1;1;1;38
95;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_96;96;96;1;dep_96;13559;1995-12-08;2;1;1;26
96;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_97;97;97;1;dep_97;13560;1981-12-11;1;2;1;40
97;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_98;98;98;1;dep_98;13561;1996-12-07;2;1;1;25
98;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_99;99;99;1;dep_99;13562;1996-12-07;1;2;1;25
99;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_100;100;100;1;dep_100;13563;1990-12-09;1;1;1;31
100;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_101;101;101;1;dep_101;13564;1986-12-10;2;1;1;35
101;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_102;102;102;2;dep_102;13565;1995-12-08;1;1;1;26
102;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_103;103;103;1;dep_103;13566;1984-12-10;2;1;1;37
103;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_104;104;104;2;dep_104;13567;1992-12-08;1;1;1;29
104;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_105;105;105;1;dep_105;13568;1989-12-09;2;1;1;32
105;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_106;106;106;1;dep_106;13569;1982-12-11;2;1;1;39
106;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_107;107;107;2;dep_107;13570;1999-12-07;2;1;1;22
107;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_108;108;108;2;dep_108;13571;1997-12-07;1;1;1;24
108;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_109;109;109;2;dep_109;13572;2002-12-06;2;1;1;19
109;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_110;110;110;1;dep_110;13573;1984-12-10;2;1;1;37
110;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_111;111;111;2;dep_111;13574;2004-12-05;1;1;1;50
111;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_112;112;112;1;dep_112;13575;1983-12-11;2;1;1;38
112;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_113;113;113;1;dep_113;13576;1983-12-11;2;1;1;38
113;2021;12;2306504;Itapiúna;Ceará;1;1;2222222;Câmara;2;1;ativos_114;114;114;2;dep_114;13577;1987-12-10;2;1;1;34
114;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_115;115;115;1;dep_115;13578;1987-12-10;1;1;1;34
115;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_116;116;116;1;dep_116;13579;1982-12-11;2;1;1;39
116;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_117;117;117;1;dep_117;13580;1982-12-11;2;1;1;39
117;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_118;118;118;1;dep_118;13581;1983-12-11;2;1;1;38
118;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_119;119;119;1;dep_119;13582;1985-12-10;1;1;1;36
119;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_120;120;120;1;dep_120;13583;1982-12-11;1;1;1;39
120;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_121;121;121;2;dep_121;13584;2011-12-04;1;1;1;50
121;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_122;122;122;1;dep_122;13585;1976-12-12;2;1;1;45
122;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_123;123;123;2;dep_123;13586;1990-12-09;1;1;1;31
123;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_124;124;124;2;dep_124;13587;1992-12-08;2;1;1;29
124;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_125;125;125;1;dep_125;13588;1976-12-12;1;1;1;45
125;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_126;126;126;2;dep_126;13589;1990-12-09;1;1;1;31
126;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_127;127;127;1;dep_127;13590;1990-12-09;1;1;1;31
127;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_128;128;128;2;dep_128;13591;1984-12-10;1;1;1;37
128;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_129;129;129;1;dep_129;13592;1981-12-11;1;1;1;40
129;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_130;130;130;2;dep_130;13593;1996-12-07;1;1;1;25
130;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_131;131;131;2;dep_131;13594;1984-12-10;1;1;1;37
131;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_132;132;132;1;dep_132;13595;1983-12-11;1;2;1;38
132;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_133;133;133;1;dep_133;13596;1989-12-09;1;1;1;32
133;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_134;134;134;1;dep_134;13597;1978-12-12;2;1;1;43
134;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_135;135;135;1;dep_135;13598;1990-12-09;2;1;1;31
135;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_136;136;136;2;dep_136;13599;1988-12-09;2;1;1;33
136;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_137;137;137;1;dep_137;13600;1988-12-09;2;1;1;33
137;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_138;138;138;1;dep_138;13601;1986-12-10;1;1;1;35
138;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_139;139;139;1;dep_139;13602;1986-12-10;2;1;1;35
139;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_140;140;140;1;dep_140;13603;1990-12-09;1;1;1;31
140;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_141;141;141;1;dep_141;13604;1984-12-10;2;1;1;37
141;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_142;142;142;1;dep_142;13605;1974-12-13;2;1;1;47
142;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_143;143;143;1;dep_143;13606;1977-12-12;1;1;1;44
143;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_144;144;144;1;dep_144;13607;1977-12-12;2;1;1;44
144;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_145;145;145;2;dep_145;13608;1992-12-08;2;1;1;29
145;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_146;146;146;1;dep_146;13609;1991-12-09;2;1;1;30
146;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_147;147;147;2;dep_147;13610;1999-12-07;2;1;1;22
147;2021;12;2306504;Itapiúna;Ceará;1;1;2222222;Câmara;2;1;ativos_148;148;148;1;dep_148;13611;1978-12-12;1;1;1;43
148;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_149;149;149;1;dep_149;13612;1977-12-12;2;1;1;44
149;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_150;150;150;2;dep_150;13613;2000-12-06;1;1;1;21
150;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_151;151;151;1;dep_151;13614;1990-12-09;2;1;1;31
151;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_152;152;152;2;dep_152;13615;1994-12-08;1;1;1;27
152;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_153;153;153;2;dep_153;13616;1998-12-07;1;1;1;23
153;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_154;154;154;1;dep_154;13617;1984-12-10;2;1;1;37
154;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_155;155;155;2;dep_155;13618;2000-12-06;2;1;1;21
155;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_156;156;156;1;dep_156;13619;1981-12-11;2;1;1;40
156;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_157;157;157;2;dep_157;13620;1994-12-08;1;1;1;27
157;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_158;158;158;2;dep_158;13621;1999-12-07;1;1;1;22
158;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_159;159;159;2;dep_159;13622;1998-12-07;1;1;1;23
159;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_160;160;160;1;dep_160;13623;1984-12-10;2;1;1;37
160;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_161;161;161;2;dep_161;13624;2000-12-06;2;1;1;21
161;2021;12;2306504;Itapiúna;Ceará;1;1;2222222;Câmara;2;1;ativos_162;162;162;2;dep_162;13625;2003-12-06;1;1;1;18
162;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_163;163;163;2;dep_163;13626;2001-12-06;1;1;1;20
163;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_164;164;164;2;dep_164;13627;1998-12-07;2;1;1;23
164;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_165;165;165;2;dep_165;13628;1990-12-09;1;1;1;31
165;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_166;166;166;2;dep_166;13629;1995-12-08;2;1;1;26
166;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_167;167;167;1;dep_167;13630;1979-12-12;1;1;1;42
167;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_168;168;168;1;dep_168;13631;1995-12-08;1;1;1;26
168;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_169;169;169;1;dep_169;13632;1983-12-11;1;1;1;38
169;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_170;170;170;2;dep_170;13633;1997-12-07;2;1;1;24
170;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_171;171;171;2;dep_171;13634;1991-12-09;2;1;1;30
171;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_172;172;172;1;dep_172;13635;1990-12-09;2;1;1;31
172;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_173;173;173;2;dep_173;13636;1995-12-08;2;1;1;26
173;2021;12;2306504;Itapiúna;Ceará;1;1;11111111;Prefeitura;1;1;ativos_174;174;174;1;dep_174;13637;1988-12-09;2;1;1;33
