;NU_ANO;NU_MES;CO_IBGE;NO_ENTE;SG_UF;CO_COMP_MASSA;CO_TIPO_FUNDO;CNPJ_ORGAO;NO_ORGAO;CO_PODER;CO_TIPO_PODER;CO_TIPO_POPULACAO;CO_TIPO_CARGO;CO_TIPO_APOSENTADORIA;ID_APOSENTADO_MATRICULA;ID_APOSENTADO_CPF;ID_APOSENT_PIS_PASEP;CO_SEXO_APOSENTADO;CO_EST_CIVIL_APOSENTADO;DT_NASC_APOSENTADO;DT_ING_SERV_PUB;DT_ING_ENTE;DT_INICIO_APOSENTADORIA;VL_APOSENTADORIA;VL_CONTRIBUICAO;VL_COMPENS_PREVID;IN_PARID_SERV;CO_CONDICAO_APOSENTADO;NU_DEPENDENTES;NU_TEMPO_RPPS_MUN;NU_TEMPO_RPPS_EST;NU_TEMPO_RPPS_FED;IN_PREV_COMP;VL_TETO_ESPECIFICO
10;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_11;6692;11;1;2;1946-12-20;1971-12-14;1971-12-14;1996-12-07;11224.0;0.0;0;2;1;1;0;0;0;2;29000
11;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_12;6693;12;1;2;1958-12-17;1983-12-11;1983-12-11;2008-12-04;11160.96;0.0;0;1;1;1;0;0;0;2;29000
12;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;2;aposentados_13;6694;13;1;2;1947-12-20;1972-12-13;1972-12-13;1997-12-07;7996.2;0.0;0;1;1;1;0;0;0;2;29000
13;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_14;6695;14;1;2;1966-12-15;1991-12-09;1991-12-09;2016-12-02;11348.19;0.0;0;1;1;1;0;0;0;2;29000
14;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_15;6696;15;2;2;1952-12-18;1977-12-12;1977-12-12;2002-12-06;6768.96;0.0;0;1;1;1;0;0;0;2;29000
15;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_16;6697;16;2;2;1948-12-19;1973-12-13;1973-12-13;1998-12-07;11304.72;0.0;0;1;1;1;0;0;0;2;29000
16;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_17;6698;17;2;2;1961-12-16;1986-12-10;1986-12-10;2011-12-04;8546.77;0.0;0;1;1;1;0;0;0;2;29000
17;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_18;6699;18;1;2;1966-12-15;1991-12-09;1991-12-09;2016-12-02;11934.55;0.0;0;1;1;1;0;0;0;2;29000
18;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;2;5;aposentados_19;6700;19;2;2;1960-12-16;1985-12-10;1985-12-10;2010-12-04;7188.55;0.0;0;1;1;1;0;0;0;2;29000
19;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_20;6701;20;1;2;1966-12-15;1991-12-09;1991-12-09;2016-12-02;13426.73;0.0;0;1;1;1;0;0;0;2;29000
20;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;2;5;aposentados_21;6702;21;1;2;1964-12-15;1989-12-09;1989-12-09;2014-12-03;8380.13;0.0;0;1;1;1;0;0;0;2;29000
21;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;2;5;aposentados_22;6703;22;1;2;1960-12-16;1985-12-10;1985-12-10;2010-12-04;7680.12;0.0;0;1;1;1;0;0;0;2;29000
22;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_23;6704;23;1;2;1962-12-16;1987-12-10;1987-12-10;2012-12-03;15280.23;0.0;0;1;1;1;0;0;0;2;29000
23;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_24;6705;24;2;2;1950-12-19;1975-12-13;1975-12-13;2000-12-06;11480.04;0.0;0;1;1;1;0;0;0;2;29000
24;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_25;6706;25;1;2;1942-12-21;1967-12-15;1967-12-15;1992-12-08;7471.95;0.0;0;1;1;2;0;0;0;2;29000
25;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_26;6707;26;1;2;1957-12-17;1982-12-11;1982-12-11;2007-12-05;8027.39;0.0;0;1;1;1;0;0;0;2;29000
26;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_27;6708;27;1;2;1950-12-19;1975-12-13;1975-12-13;2000-12-06;9618.820450667235;0.0;0;1;1;1;0;0;0;2;29000
27;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_28;6709;28;1;2;1946-12-20;1971-12-14;1971-12-14;1996-12-07;5360.49;0.0;0;2;1;1;0;0;0;2;29000
28;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;2;aposentados_29;6710;29;2;2;1961-12-16;1986-12-10;1986-12-10;2011-12-04;4589.86;0.0;0;1;1;1;0;0;0;2;29000
29;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_30;6711;30;1;2;1955-12-18;1980-12-11;1980-12-11;2005-12-05;11905.39;0.0;0;1;1;1;0;0;0;2;29000
30;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_31;6712;31;1;2;1950-12-19;1975-12-13;1975-12-13;2000-12-06;8213.03;0.0;0;1;1;1;0;0;0;2;29000
31;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_32;6713;32;2;2;1961-12-16;1986-12-10;1986-12-10;2011-12-04;13324.21;0.0;0;1;1;1;0;0;0;2;29000
32;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_33;6714;33;1;2;1941-12-21;1966-12-15;1966-12-15;1991-12-09;4101.39;0.0;0;1;1;1;0;0;0;2;29000
33;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;2;aposentados_34;6715;34;1;2;1939-12-22;1964-12-15;1964-12-15;1989-12-09;9284.4;0.0;0;2;1;1;0;0;0;2;29000
34;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_35;6716;35;1;2;1964-12-15;1989-12-09;1989-12-09;2014-12-03;7392.32;0.0;0;1;1;1;0;0;0;2;29000
35;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_36;6717;36;1;2;1964-12-15;1989-12-09;1989-12-09;2014-12-03;8328.35;0.0;0;1;1;1;0;0;0;2;29000
36;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_37;6718;37;1;2;1943-12-21;1968-12-14;1968-12-14;1993-12-08;9205.21;0.0;0;1;1;1;0;0;0;2;29000
37;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_38;6719;38;1;2;1955-12-18;1980-12-11;1980-12-11;2005-12-05;6054.31;0.0;0;1;1;1;0;0;0;2;29000
38;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_39;6720;39;1;2;1942-12-21;1967-12-15;1967-12-15;1992-12-08;15225.84;0.0;0;1;1;1;0;0;0;2;29000
39;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;2;aposentados_40;6721;40;1;2;1958-12-17;1983-12-11;1983-12-11;2008-12-04;11112.48;0.0;0;1;1;1;0;0;0;2;29000
40;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_41;6722;41;1;2;1964-12-15;1989-12-09;1989-12-09;2014-12-03;17951.18;0.0;0;1;1;1;0;0;0;2;29000
41;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;2;5;aposentados_42;6723;42;2;2;1961-12-16;1986-12-10;1986-12-10;2011-12-04;14493.33;0.0;0;1;1;1;0;0;0;2;29000
42;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_43;6724;43;1;2;1956-12-17;1981-12-11;1981-12-11;2006-12-05;9716.9;0.0;0;2;1;1;0;0;0;2;29000
43;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_44;6725;44;1;2;1958-12-17;1983-12-11;1983-12-11;2008-12-04;8415.56;0.0;0;1;1;1;0;0;0;2;29000
44;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_45;6726;45;1;2;1947-12-20;1972-12-13;1972-12-13;1997-12-07;12360.51;0.0;0;1;1;1;0;0;0;2;29000
45;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_46;6727;46;1;2;1950-12-19;1975-12-13;1975-12-13;2000-12-06;9532.01;0.0;0;1;1;1;0;0;0;2;29000
46;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_47;6728;47;2;2;1961-12-16;1986-12-10;1986-12-10;2011-12-04;8299.24;0.0;0;2;1;1;0;0;0;2;29000
47;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;2;5;aposentados_48;6729;48;2;2;1955-12-18;1980-12-11;1980-12-11;2005-12-05;3572.98;0.0;0;1;1;1;0;0;0;2;29000
48;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_49;6730;49;1;2;1961-12-16;1986-12-10;1986-12-10;2011-12-04;14880.71;0.0;0;2;1;1;0;0;0;2;29000
49;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;2;5;aposentados_50;6731;50;1;2;1950-12-19;1975-12-13;1975-12-13;2000-12-06;12906.96;0.0;0;1;1;1;0;0;0;2;29000
50;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_51;6732;51;1;2;1960-12-16;1985-12-10;1985-12-10;2010-12-04;4490.09;0.0;0;1;1;1;0;0;0;2;29000
51;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;2;aposentados_52;6733;52;2;2;1958-12-17;1983-12-11;1983-12-11;2008-12-04;6742.63;0.0;0;1;1;1;0;0;0;2;29000
52;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_53;6734;53;1;2;1947-12-20;1972-12-13;1972-12-13;1997-12-07;9418.9;0.0;0;1;1;1;0;0;0;2;29000
53;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;2;5;aposentados_54;6735;54;2;2;1958-12-17;1983-12-11;1983-12-11;2008-12-04;6593.01;0.0;0;1;1;1;0;0;0;2;29000
54;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_55;6736;55;1;2;1956-12-17;1981-12-11;1981-12-11;2006-12-05;4222.41;0.0;0;1;1;1;0;0;0;2;29000
55;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_56;6737;56;1;2;1959-12-17;1984-12-10;1984-12-10;2009-12-04;15761.56;0.0;0;1;1;1;0;0;0;2;29000
56;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_57;6738;57;1;2;1950-12-19;1975-12-13;1975-12-13;2000-12-06;12174.67;0.0;0;1;1;1;0;0;0;2;29000
57;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_58;6739;58;1;2;1954-12-18;1979-12-12;1979-12-12;2004-12-05;12969.76;0.0;0;1;1;1;0;0;0;2;29000
58;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_59;6740;59;1;2;1948-12-19;1973-12-13;1973-12-13;1998-12-07;7802.75;0.0;0;1;1;1;0;0;0;2;29000
59;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_60;6741;60;1;2;1949-12-19;1974-12-13;1974-12-13;1999-12-07;7146.3;0.0;0;1;1;1;0;0;0;2;29000
60;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;2;5;aposentados_61;6742;61;2;2;1961-12-16;1986-12-10;1986-12-10;2011-12-04;14497.84;0.0;0;1;1;2;0;0;0;2;29000
61;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;2;5;aposentados_62;6743;62;2;2;1959-12-17;1984-12-10;1984-12-10;2009-12-04;10443.94;0.0;0;1;1;1;0;0;0;2;29000
62;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;2;aposentados_63;6744;63;2;2;1958-12-17;1983-12-11;1983-12-11;2008-12-04;7966.99;0.0;0;2;1;1;0;0;0;2;29000
63;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;2;aposentados_64;6745;64;1;2;1953-12-18;1978-12-12;1978-12-12;2003-12-06;8230.05;0.0;0;1;1;1;0;0;0;2;29000
64;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_65;6746;65;1;2;1949-12-19;1974-12-13;1974-12-13;1999-12-07;6401.73;0.0;0;2;1;1;0;0;0;2;29000
65;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_66;6747;66;2;2;1944-12-20;1969-12-14;1969-12-14;1994-12-08;10358.35;0.0;0;1;1;1;0;0;0;2;29000
66;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;2;aposentados_67;6748;67;1;2;1966-12-15;1991-12-09;1991-12-09;2016-12-02;7488.58;0.0;0;1;1;1;0;0;0;2;29000
67;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_68;6749;68;1;2;1949-12-19;1974-12-13;1974-12-13;1999-12-07;13524.24;0.0;0;1;1;1;0;0;0;2;29000
68;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_69;6750;69;1;2;1964-12-15;1989-12-09;1989-12-09;2014-12-03;13118.56;0.0;0;1;1;1;0;0;0;2;29000
69;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_70;6751;70;2;2;1958-12-17;1983-12-11;1983-12-11;2008-12-04;17815.85;0.0;0;2;1;1;0;0;0;2;29000
70;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;2;aposentados_71;6752;71;1;2;1966-12-15;1991-12-09;1991-12-09;2016-12-02;10023.28;0.0;0;1;1;1;0;0;0;2;29000
71;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;2;aposentados_72;6753;72;1;2;1963-12-16;1988-12-09;1988-12-09;2013-12-03;9433.29;0.0;0;1;1;1;0;0;0;2;29000
72;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_73;6754;73;1;2;1963-12-16;1988-12-09;1988-12-09;2013-12-03;13494.21;0.0;0;2;1;1;0;0;0;2;29000
73;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_74;6755;74;2;2;1955-12-18;1980-12-11;1980-12-11;2005-12-05;3028.31;0.0;0;1;1;1;0;0;0;2;29000
74;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_75;6756;75;1;2;1966-12-15;1991-12-09;1991-12-09;2016-12-02;13004.97;0.0;0;2;1;1;0;0;0;2;29000
75;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_76;6757;76;1;2;1954-12-18;1979-12-12;1979-12-12;2004-12-05;5895.61;0.0;0;1;1;1;0;0;0;2;29000
76;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;2;aposentados_77;6758;77;2;2;1953-12-18;1978-12-12;1978-12-12;2003-12-06;12438.57;0.0;0;1;1;1;0;0;0;2;29000
77;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_78;6759;78;2;2;1961-12-16;1986-12-10;1986-12-10;2011-12-04;4193.31;0.0;0;1;1;1;0;0;0;2;29000
78;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_79;6760;79;2;2;1961-12-16;1986-12-10;1986-12-10;2011-12-04;8769.41;0.0;0;2;1;1;0;0;0;2;29000
79;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;2;aposentados_80;6761;80;1;2;1934-12-23;1959-12-17;1959-12-17;1984-12-10;10174.92;0.0;0;1;1;1;0;0;0;2;29000
80;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_81;6762;81;2;2;1954-12-18;1979-12-12;1979-12-12;2004-12-05;9129.76;0.0;0;1;1;1;0;0;0;2;29000
81;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_82;6763;82;1;2;1966-12-15;1991-12-09;1991-12-09;2016-12-02;17806.85;0.0;0;1;1;1;0;0;0;2;29000
82;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_83;6764;83;1;2;1956-12-17;1981-12-11;1981-12-11;2006-12-05;8577.66;0.0;0;2;1;1;0;0;0;2;29000
83;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;2;5;aposentados_84;6765;84;1;2;1957-12-17;1982-12-11;1982-12-11;2007-12-05;3795.18;0.0;0;1;1;1;0;0;0;2;29000
84;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;2;5;aposentados_85;6766;85;1;2;1963-12-16;1988-12-09;1988-12-09;2013-12-03;7625.15;0.0;0;1;1;1;0;0;0;2;29000
85;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_86;6767;86;1;2;1954-12-18;1979-12-12;1979-12-12;2004-12-05;11437.54;0.0;0;1;1;2;0;0;0;2;29000
86;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_87;6768;87;1;2;1951-12-19;1976-12-12;1976-12-12;2001-12-06;11592.42;0.0;0;1;1;1;0;0;0;2;29000
87;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_88;6769;88;2;2;1949-12-19;1974-12-13;1974-12-13;1999-12-07;7163.14;0.0;0;1;1;1;0;0;0;2;29000
88;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_89;6770;89;2;2;1953-12-18;1978-12-12;1978-12-12;2003-12-06;14758.64;0.0;0;1;1;1;0;0;0;2;29000
89;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_90;6771;90;1;2;1966-12-15;1991-12-09;1991-12-09;2016-12-02;9054.97;0.0;0;2;1;1;0;0;0;2;29000
90;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;2;aposentados_91;6772;91;1;2;1960-12-16;1985-12-10;1985-12-10;2010-12-04;3620.78;0.0;0;1;1;1;0;0;0;2;29000
91;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_92;6773;92;2;2;1954-12-18;1979-12-12;1979-12-12;2004-12-05;5683.77;0.0;0;1;1;1;0;0;0;2;29000
92;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_93;6774;93;1;2;1950-12-19;1975-12-13;1975-12-13;2000-12-06;8596.2;0.0;0;1;1;1;0;0;0;2;29000
93;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_94;6775;94;1;2;1963-12-16;1988-12-09;1988-12-09;2013-12-03;7540.56;0.0;0;1;1;1;0;0;0;2;29000
94;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_95;6776;95;1;2;1960-12-16;1985-12-10;1985-12-10;2010-12-04;10027.35;0.0;0;1;1;1;0;0;0;2;29000
95;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_96;6777;96;1;2;1953-12-18;1978-12-12;1978-12-12;2003-12-06;8319.86;0.0;0;1;1;1;0;0;0;2;29000
96;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_97;6778;97;2;2;1961-12-16;1986-12-10;1986-12-10;2011-12-04;5635.46;0.0;0;1;1;1;0;0;0;2;29000
97;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_98;6779;98;2;2;1957-12-17;1982-12-11;1982-12-11;2007-12-05;15980.34;0.0;0;1;1;1;0;0;0;2;29000
98;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;2;5;aposentados_99;6780;99;2;2;1961-12-16;1986-12-10;1986-12-10;2011-12-04;16090.01;0.0;0;1;1;1;0;0;0;2;29000
99;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_100;6781;100;2;2;1953-12-18;1978-12-12;1978-12-12;2003-12-06;14906.54;0.0;0;1;1;1;0;0;0;2;29000
100;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_101;6782;101;1;2;1965-12-15;1990-12-09;1990-12-09;2015-12-03;12066.57;0.0;0;1;1;1;0;0;0;2;29000
101;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;2;5;aposentados_102;6783;102;1;2;1957-12-17;1982-12-11;1982-12-11;2007-12-05;13822.77;0.0;0;1;1;2;0;0;0;2;29000
102;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_103;6784;103;1;2;1932-12-23;1957-12-17;1957-12-17;1982-12-11;2676.67;0.0;0;1;1;1;0;0;0;2;29000
103;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_104;6785;104;1;2;1955-12-18;1980-12-11;1980-12-11;2005-12-05;4613.66;0.0;0;1;1;1;0;0;0;2;29000
104;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_105;6786;105;1;2;1956-12-17;1981-12-11;1981-12-11;2006-12-05;12966.16;0.0;0;2;1;1;0;0;0;2;29000
105;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;2;aposentados_106;6787;106;1;2;1962-12-16;1987-12-10;1987-12-10;2012-12-03;7268.31;0.0;0;1;1;1;0;0;0;2;29000
106;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;2;5;aposentados_107;6788;107;1;2;1956-12-17;1981-12-11;1981-12-11;2006-12-05;7188.69;0.0;0;1;1;1;0;0;0;2;29000
107;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;2;5;aposentados_108;6789;108;1;2;1946-12-20;1971-12-14;1971-12-14;1996-12-07;8060.69;0.0;0;1;1;1;0;0;0;2;29000
108;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;2;5;aposentados_109;6790;109;2;2;1948-12-19;1973-12-13;1973-12-13;1998-12-07;8871.52;0.0;0;1;1;1;0;0;0;2;29000
109;2021;12;2306504;Itapiúna;Ceará;1;1;3333333;Instituto;1;1;4;7;1;aposentados_110;6791;110;1;2;1964-12-15;1989-12-09;1989-12-09;2014-12-03;3496.67;0.0;0;1;1;1;0;0;0;2;29000
